No	Time	DC/AC	Value	Unit	AUTO
1	16:45:12	DC	-168,5	uA	pass
2	16:45:13	DC	-168,4	uA	pass
3	16:45:13	DC	-168,3	uA	pass
4	16:45:14	DC	-168,3	uA	pass
5	16:45:14	DC	-168,2	uA	pass
6	16:45:15	DC	-168,2	uA	pass
7	16:45:16	DC	-168,1	uA	pass
8	16:45:16	DC	-167,5	uA	pass
9	16:45:17	DC	-166,8	uA	pass
10	16:45:17	DC	-165,0	uA	pass
11	16:45:18	DC	-163,0	uA	pass
12	16:45:19	DC	-162,0	uA	pass
13	16:45:19	DC	-160,1	uA	pass
14	16:45:20	DC	-158,1	uA	pass
15	16:45:20	DC	-157,2	uA	pass
16	16:45:21	DC	-155,2	uA	pass
17	16:45:22	DC	-153,4	uA	pass
18	16:45:22	DC	-152,5	uA	pass
19	16:45:23	DC	-150,8	uA	pass
20	16:45:23	DC	-149,0	uA	pass
21	16:45:24	DC	-147,1	uA	pass
22	16:45:24	DC	-146,2	uA	pass
23	16:45:25	DC	-144,5	uA	pass
24	16:45:26	DC	-143,6	uA	pass
25	16:45:26	DC	-141,9	uA	pass
26	16:45:27	DC	-140,3	uA	pass
27	16:45:27	DC	-138,5	uA	pass
28	16:45:28	DC	-137,6	uA	pass
29	16:45:29	DC	-136,0	uA	pass
30	16:45:29	DC	-134,2	uA	pass
31	16:45:30	DC	-133,3	uA	pass
32	16:45:30	DC	-131,7	uA	pass
33	16:45:31	DC	-130,2	uA	pass
34	16:45:31	DC	-129,4	uA	pass
35	16:45:32	DC	-127,9	uA	pass
36	16:45:33	DC	-126,4	uA	pass
37	16:45:33	DC	-125,5	uA	pass
38	16:45:34	DC	-123,8	uA	pass
39	16:45:34	DC	-122,3	uA	pass
40	16:45:35	DC	-121,5	uA	pass
41	16:45:35	DC	-120,2	uA	pass
42	16:45:36	DC	-118,8	uA	pass
43	16:45:37	DC	-118,2	uA	pass
44	16:45:37	DC	-116,8	uA	pass
45	16:45:38	DC	-115,3	uA	pass
46	16:45:38	DC	-114,6	uA	pass
47	16:45:39	DC	-113,1	uA	pass
48	16:45:39	DC	-111,7	uA	pass
49	16:45:40	DC	-110,9	uA	pass
50	16:45:41	DC	-109,6	uA	pass
51	16:45:41	DC	-108,3	uA	pass
52	16:45:42	DC	-107,6	uA	pass
53	16:45:42	DC	-106,3	uA	pass
54	16:45:43	DC	-104,9	uA	pass
55	16:45:44	DC	-104,2	uA	pass
