No	Time	DC/AC	Value	Unit	AUTO
1	17:11:35	DC	-144,8	uA	pass
2	17:11:36	DC	-144,7	uA	pass
3	17:11:36	DC	-144,3	uA	pass
4	17:11:37	DC	-144,0	uA	pass
5	17:11:37	DC	-144,2	uA	pass
6	17:11:38	DC	-144,2	uA	pass
7	17:11:39	DC	-143,8	uA	pass
8	17:11:39	DC	-143,0	uA	pass
9	17:11:40	DC	-141,6	uA	pass
10	17:11:40	DC	-140,0	uA	pass
11	17:11:41	DC	-139,1	uA	pass
12	17:11:42	DC	-137,6	uA	pass
13	17:11:42	DC	-135,9	uA	pass
14	17:11:43	DC	-135,1	uA	pass
15	17:11:43	DC	-133,7	uA	pass
16	17:11:44	DC	-132,7	uA	pass
17	17:11:45	DC	-131,4	uA	pass
18	17:11:45	DC	-130,9	uA	pass
19	17:11:46	DC	-129,5	uA	pass
20	17:11:46	DC	-128,8	uA	pass
21	17:11:47	DC	-127,0	uA	pass
22	17:11:47	DC	-126,4	uA	pass
23	17:11:48	DC	-123,9	uA	pass
24	17:11:49	DC	-123,8	uA	pass
25	17:11:49	DC	-121,6	uA	pass
26	17:11:50	DC	-120,0	uA	pass
27	17:11:50	DC	-119,6	uA	pass
28	17:11:51	DC	-119,0	uA	pass
29	17:11:52	DC	-118,1	uA	pass
30	17:11:52	DC	-117,5	uA	pass
31	17:11:53	DC	-116,5	uA	pass
32	17:11:53	DC	-115,6	uA	pass
33	17:11:54	DC	-114,9	uA	pass
34	17:11:54	DC	-113,9	uA	pass
35	17:11:55	DC	-095,9	uA	pass
36	17:11:56	DC	-095,7	uA	pass
37	17:11:56	DC	-094,7	uA	pass
38	17:11:57	DC	-093,2	uA	pass
39	17:11:57	DC	-092,5	uA	pass
40	17:11:58	DC	-091,1	uA	pass
41	17:11:58	DC	-089,8	uA	pass
42	17:11:59	DC	-089,2	uA	pass
43	17:12:00	DC	-088,2	uA	pass
44	17:12:00	DC	-087,1	uA	pass
45	17:12:01	DC	-086,5	uA	pass
46	17:12:01	DC	-085,3	uA	pass
47	17:12:02	DC	-084,1	uA	pass
48	17:12:03	DC	-083,6	uA	pass
49	17:12:03	DC	-082,4	uA	pass
50	17:12:04	DC	-081,4	uA	pass
51	17:12:04	DC	-080,9	uA	pass
52	17:12:05	DC	-079,9	uA	pass
53	17:12:05	DC	-079,4	uA	pass
54	17:12:06	DC	-078,4	uA	pass
55	17:12:06	DC	-077,4	uA	pass
56	17:12:07	DC	-076,3	uA	pass
57	17:12:08	DC	-075,8	uA	pass
58	17:12:08	DC	-074,9	uA	pass
59	17:12:09	DC	-074,0	uA	pass
60	17:12:09	DC	-073,5	uA	pass
61	17:12:10	DC	-072,7	uA	pass
62	17:12:11	DC	-071,9	uA	pass
63	17:12:11	DC	-071,5	uA	pass
64	17:12:12	DC	-070,6	uA	pass
65	17:12:12	DC	-069,7	uA	pass
66	17:12:13	DC	-069,3	uA	pass
67	17:12:13	DC	-068,4	uA	pass
68	17:12:14	DC	-067,6	uA	pass
69	17:12:15	DC	-067,2	uA	pass
70	17:12:15	DC	-066,3	uA	pass
71	17:12:16	DC	-065,4	uA	pass
72	17:12:16	DC	-064,9	uA	pass
73	17:12:17	DC	-064,1	uA	pass
74	17:12:18	DC	-063,2	uA	pass
75	17:12:18	DC	-062,8	uA	pass
76	17:12:19	DC	-061,9	uA	pass
77	17:12:19	DC	-061,1	uA	pass
78	17:12:20	DC	-060,7	uA	pass
79	17:12:21	DC	-059,8	uA	pass
80	17:12:21	DC	-059,0	uA	pass
81	17:12:22	DC	-058,2	uA	pass
82	17:12:22	DC	-057,9	uA	pass
83	17:12:23	DC	-057,1	uA	pass
84	17:12:23	DC	-056,7	uA	pass
85	17:12:24	DC	-055,9	uA	pass
86	17:12:25	DC	-055,1	uA	pass
87	17:12:25	DC	-054,3	uA	pass
88	17:12:26	DC	-054,0	uA	pass
89	17:12:26	DC	-053,2	uA	pass
90	17:12:27	DC	-052,5	uA	pass
91	17:12:28	DC	-052,2	uA	pass
92	17:12:28	DC	-051,5	uA	pass
93	17:12:29	DC	-050,7	uA	pass
94	17:12:29	DC	-050,4	uA	pass
