No	Time	DC/AC	Value	Unit	AUTO
145	17:24:31	DC	-040,4	uA	pass
146	17:24:32	DC	-040,1	uA	pass
147	17:24:32	DC	-039,6	uA	pass
148	17:24:33	DC	-038,9	uA	pass
149	17:24:33	DC	-038,6	uA	pass
150	17:24:34	DC	-038,0	uA	pass
151	17:24:34	DC	-037,4	uA	pass
152	17:24:35	DC	-037,1	uA	pass
153	17:24:35	DC	-036,5	uA	pass
154	17:24:36	DC	-035,9	uA	pass
155	17:24:37	DC	-035,6	uA	pass
156	17:24:37	DC	-035,1	uA	pass
157	17:24:38	DC	-034,5	uA	pass
158	17:24:38	DC	-034,2	uA	pass
159	17:24:39	DC	-033,6	uA	pass
160	17:24:40	DC	-033,1	uA	pass
161	17:24:40	DC	-032,8	uA	pass
162	17:24:41	DC	-032,3	uA	pass
163	17:24:41	DC	-031,8	uA	pass
164	17:24:42	DC	-031,6	uA	pass
165	17:24:42	DC	-031,0	uA	pass
166	17:24:43	DC	-030,5	uA	pass
167	17:24:44	DC	-030,2	uA	pass
168	17:24:44	DC	-029,6	uA	pass
169	17:24:45	DC	-029,1	uA	pass
170	17:24:45	DC	-028,8	uA	pass
171	17:24:46	DC	-028,3	uA	pass
172	17:24:47	DC	-027,8	uA	pass
173	17:24:47	DC	-027,5	uA	pass
174	17:24:48	DC	-027,0	uA	pass
175	17:24:48	DC	-026,4	uA	pass
176	17:24:49	DC	-026,2	uA	pass
177	17:24:50	DC	-025,6	uA	pass
178	17:24:50	DC	-025,1	uA	pass
179	17:24:51	DC	-024,9	uA	pass
180	17:24:51	DC	-024,3	uA	pass
181	17:24:52	DC	-023,8	uA	pass
182	17:24:52	DC	-023,5	uA	pass
183	17:24:53	DC	-022,9	uA	pass
184	17:24:54	DC	-022,4	uA	pass
185	17:24:54	DC	-022,2	uA	pass
186	17:24:55	DC	-021,7	uA	pass
187	17:24:55	DC	-021,2	uA	pass
188	17:24:56	DC	-021,0	uA	pass
189	17:24:56	DC	-020,5	uA	pass
190	17:24:57	DC	-019,9	uA	pass
191	17:24:58	DC	-019,7	uA	pass
192	17:24:58	DC	-019,1	uA	pass
193	17:24:59	DC	-018,6	uA	pass
194	17:24:59	DC	-018,4	uA	pass
195	17:25:00	DC	-017,9	uA	pass
196	17:25:01	DC	-017,4	uA	pass
197	17:25:01	DC	-017,2	uA	pass
198	17:25:02	DC	-016,6	uA	pass
199	17:25:02	DC	-016,1	uA	pass
200	17:25:03	DC	-015,9	uA	pass
201	17:25:03	DC	-015,4	uA	pass
202	17:25:04	DC	-014,9	uA	pass
203	17:25:05	DC	-014,5	uA	pass
204	17:25:05	DC	-014,3	uA	pass
205	17:25:06	DC	-013,9	uA	pass
206	17:25:06	DC	-013,7	uA	pass
207	17:25:07	DC	-013,2	uA	pass
208	17:25:08	DC	-012,8	uA	pass
209	17:25:08	DC	-012,3	uA	pass
210	17:25:09	DC	-012,1	uA	pass
211	17:25:09	DC	-011,6	uA	pass
212	17:25:10	DC	-011,1	uA	pass
213	17:25:10	DC	-010,8	uA	pass
214	17:25:11	DC	-010,4	uA	pass
215	17:25:12	DC	-010,0	uA	pass
216	17:25:12	DC	-009,8	uA	pass
