No	Time	DC/AC	Value	Unit	AUTO
1	16:57:21	DC	-313,7	uA	pass
2	16:57:21	DC	-313,1	uA	pass
3	16:57:22	DC	-312,1	uA	pass
4	16:57:23	DC	-311,2	uA	pass
5	16:57:23	DC	-310,8	uA	pass
6	16:57:24	DC	-310,2	uA	pass
7	16:57:24	DC	-306,5	uA	pass
8	16:57:25	DC	-304,4	uA	pass
9	16:57:25	DC	-300,2	uA	pass
10	16:57:26	DC	-296,5	uA	pass
11	16:57:27	DC	-292,6	uA	pass
12	16:57:27	DC	-290,9	uA	pass
13	16:57:28	DC	-287,1	uA	pass
14	16:57:28	DC	-285,3	uA	pass
15	16:57:29	DC	-281,4	uA	pass
16	16:57:30	DC	-277,8	uA	pass
17	16:57:30	DC	-274,5	uA	pass
18	16:57:31	DC	-272,9	uA	pass
19	16:57:31	DC	-269,7	uA	pass
20	16:57:32	DC	-266,7	uA	pass
21	16:57:32	DC	-265,1	uA	pass
22	16:57:33	DC	-262,0	uA	pass
23	16:57:34	DC	-259,7	uA	pass
24	16:57:34	DC	-257,3	uA	pass
25	16:57:35	DC	-254,0	uA	pass
26	16:57:35	DC	-253,0	uA	pass
27	16:57:36	DC	-249,8	uA	pass
28	16:57:36	DC	-248,7	uA	pass
29	16:57:37	DC	-244,9	uA	pass
30	16:57:38	DC	-244,1	uA	pass
31	16:57:38	DC	-239,3	uA	pass
32	16:57:39	DC	-238,2	uA	pass
33	16:57:39	DC	-235,0	uA	pass
34	16:57:40	DC	-233,9	uA	pass
35	16:57:41	DC	-229,3	uA	pass
36	16:57:41	DC	-227,7	uA	pass
37	16:57:42	DC	-226,7	uA	pass
38	16:57:42	DC	-222,1	uA	pass
39	16:57:43	DC	-221,7	uA	pass
40	16:57:44	DC	-219,8	uA	pass
41	16:57:44	DC	-217,1	uA	pass
42	16:57:45	DC	-215,8	uA	pass
43	16:57:45	DC	-213,3	uA	pass
44	16:57:46	DC	-210,9	uA	pass
45	16:57:46	DC	-209,7	uA	pass
46	16:57:47	DC	-205,1	uA	pass
47	16:57:48	DC	-204,1	uA	pass
48	16:57:48	DC	-201,8	uA	pass
49	16:57:49	DC	-200,5	uA	pass
50	16:57:49	DC	-197,9	uA	pass
51	16:57:50	DC	-196,7	uA	pass
52	16:57:51	DC	-194,3	uA	pass
53	16:57:51	DC	-191,9	uA	pass
54	16:57:52	DC	-189,6	uA	pass
55	16:57:52	DC	-188,5	uA	pass
56	16:57:53	DC	-186,2	uA	pass
57	16:57:53	DC	-183,7	uA	pass
58	16:57:54	DC	-182,6	uA	pass
59	16:57:55	DC	-180,4	uA	pass
60	16:57:55	DC	-178,4	uA	pass
61	16:57:56	DC	-177,4	uA	pass
62	16:57:56	DC	-175,5	uA	pass
63	16:57:57	DC	-173,5	uA	pass
64	16:57:57	DC	-172,4	uA	pass
65	16:57:58	DC	-170,3	uA	pass
66	16:57:59	DC	-168,5	uA	pass
67	16:57:59	DC	-167,5	uA	pass
68	16:58:00	DC	-165,6	uA	pass
69	16:58:00	DC	-163,6	uA	pass
70	16:58:01	DC	-162,6	uA	pass
71	16:58:02	DC	-160,6	uA	pass
72	16:58:02	DC	-158,7	uA	pass
73	16:58:03	DC	-157,7	uA	pass
74	16:58:03	DC	-155,8	uA	pass
75	16:58:04	DC	-154,8	uA	pass
76	16:58:04	DC	-153,0	uA	pass
77	16:58:05	DC	-151,1	uA	pass
78	16:58:06	DC	-149,1	uA	pass
79	16:58:06	DC	-148,1	uA	pass
80	16:58:07	DC	-146,3	uA	pass
81	16:58:07	DC	-145,5	uA	pass
82	16:58:08	DC	-143,6	uA	pass
83	16:58:09	DC	-141,8	uA	pass
84	16:58:09	DC	-140,1	uA	pass
85	16:58:10	DC	-139,2	uA	pass
86	16:58:10	DC	-137,4	uA	pass
87	16:58:11	DC	-135,7	uA	pass
88	16:58:11	DC	-135,0	uA	pass
89	16:58:12	DC	-133,4	uA	pass
90	16:58:13	DC	-131,9	uA	pass
91	16:58:13	DC	-131,1	uA	pass
92	16:58:14	DC	-129,6	uA	pass
93	16:58:14	DC	-127,9	uA	pass
94	16:58:15	DC	-127,1	uA	pass
95	16:58:16	DC	-125,5	uA	pass
96	16:58:16	DC	-123,8	uA	pass
